ASIN,product Name,Review Title,Review Rating,Review Body,Review Date
B0BJCTH4NH,"Wireless Earbuds, Wireless Headphones Bluetooth 5.0 Headphones 3D HiFi Stereo Headphones Noise Cancellation in-Ear Built-in Mic with Charging Case, Touch Control Earphones for iphone/Android/IOS",Fantastic Little Earphones,5.0,After loosing my apple ear phones I didn’t want to fork out the money again(second time I’ve lost them) So I decided to give these ago. I'm amazed by how good they actually are. The sound has been fantastic. Another plus is that they don't fall out of my ears like similar products. The touch controls are so handy and useful if your listening to music and want to change songs. These are a fantastic product and I can't think of a single negative!,Reviewed in the United Kingdom on 3 March 2023
B0BJCTH4NH,"Wireless Earbuds, Wireless Headphones Bluetooth 5.0 Headphones 3D HiFi Stereo Headphones Noise Cancellation in-Ear Built-in Mic with Charging Case, Touch Control Earphones for iphone/Android/IOS",Daughters earphones,5.0,After being told by my daughter that her wired earphones has broken for about the 100th time and because she is so forgetful I decided to purchase her wireless earbuds not wanting to pay £200 for apple products I bought these ones and I am not disappointed they come with a lightning usb cable and the sound quality is far beyond what I expected my son has a pair of air pods gen 3 and I cannot tell the difference in sound well pleased with this and will purchase a set for myself thank you,Reviewed in the United Kingdom on 25 February 2023
B0BJCTH4NH,"Wireless Earbuds, Wireless Headphones Bluetooth 5.0 Headphones 3D HiFi Stereo Headphones Noise Cancellation in-Ear Built-in Mic with Charging Case, Touch Control Earphones for iphone/Android/IOS",TWS i12 Bluetooth Earbuds,5.0,"As someone who loses things easily, I didn't want to fork out for the high-end earbuds. I was, however, worried that the sound quality wouldn't be great, given the budget price. But I'm amazed by how good they actually are. So far, the sound has been fantastic. Another plus for me is that they don't fall out of my ears  like previous similar products - even some of the more high end ones. This is a great product, and right now, I can't think of a single negative!",Reviewed in the United Kingdom on 21 February 2023
B0BJCTH4NH,"Wireless Earbuds, Wireless Headphones Bluetooth 5.0 Headphones 3D HiFi Stereo Headphones Noise Cancellation in-Ear Built-in Mic with Charging Case, Touch Control Earphones for iphone/Android/IOS","Look like AirPods, but are a fraction of the cost",5.0,"Arrived very quickly  and are very good Wireless Earbuds that look like AirPods, but are a fraction of the cost. They were very easy to set up & afterwards every time that you take them out of the Charging Case - they automatically turn on and pair with the iphone. Plus the case uses the same charger as the iphone itself. The sound quality is very good for the price & the bass is pretty powerful. A very good purchase considering the price of this product compared to equivalent bluetooth devices.",Reviewed in the United Kingdom on 18 February 2023
B0BJCTH4NH,"Wireless Earbuds, Wireless Headphones Bluetooth 5.0 Headphones 3D HiFi Stereo Headphones Noise Cancellation in-Ear Built-in Mic with Charging Case, Touch Control Earphones for iphone/Android/IOS",Perfect for the price!,5.0,"I was looking for some budget airpods without the Apple tag, and couldn't be more impressed for these for the money.The arrived swiftly and were presented in very cool and stylish packaging. The noise cancellation is really good and controls very easy to use. I use them with my iPhone at home, on walks or whilst runnning.Couldn't recommend the enough.",Reviewed in the United Kingdom on 2 March 2023
B0BJCTH4NH,"Wireless Earbuds, Wireless Headphones Bluetooth 5.0 Headphones 3D HiFi Stereo Headphones Noise Cancellation in-Ear Built-in Mic with Charging Case, Touch Control Earphones for iphone/Android/IOS",Great value for money,5.0,"I love these. They arrived quickly, are really comfortable and because I am always on the go, I love that no wires get in the way and I can get on with my day. I like noise cancelling earphones as I like to focus on being in my own world. For the price, these are incredible.",Reviewed in the United Kingdom on 3 March 2023
B0BJCTH4NH,"Wireless Earbuds, Wireless Headphones Bluetooth 5.0 Headphones 3D HiFi Stereo Headphones Noise Cancellation in-Ear Built-in Mic with Charging Case, Touch Control Earphones for iphone/Android/IOS",Mother in law earphones,5.0,"I have just purchased these for my mother in law, I’ve already set them up an tested them and she really loves them. The sound quality is great. They fit comfortably in her ears without falling out. She is very happy with these gift and I would highly recommend these earphones.",Reviewed in the United Kingdom on 5 March 2023
B09HN594TL,"JLab Go Air Pop True Wireless Earbuds, Headphones In Ear, Bluetooth Earphones with Microphone, Wireless Ear Buds, TWS Bluetooth Earbuds with Mic, USB Charging Case, Dual Connect, EQ3 Sound, Black",Amazing quality and amazing price,5.0,"Upon purchasing, I was unsure as to what the quality and battery life would be like, but having had them a few months, I'm very impressed. I've only had to charge them 2 or 3 times since purchasing (about once a month) which is amazing since I use them every day for at least 2 hours! The sound quality is great and definitely noise cancelling, it's hard to hear people with them in- even with the volume low. They're comfortable in my ear and a decent size. The packaging is a nice colour (I ordered lilac) and functional, the charging cable built into the case is so accessible and convenient aswell- a nice touch. Overall, a very cheap product with great quality, very pleased with my purchase!",Reviewed in the United Kingdom on 8 March 2023
B09HN594TL,"JLab Go Air Pop True Wireless Earbuds, Headphones In Ear, Bluetooth Earphones with Microphone, Wireless Ear Buds, TWS Bluetooth Earbuds with Mic, USB Charging Case, Dual Connect, EQ3 Sound, Black",Good Battery life & decent sound quality,4.0,"Really, and I mean REALLY good battery life and very decent sound quality, especially for this price range.The let downs are no app maybe to change settings? But your phone should be able to do most of that for you.The main one is the lack of ability to change the bud size which massively effects the ability for the earbuds to fit snugly. I could forgive the fact there wasn't any spares with it but the fact I couldn't even do it myself with ones I had was a low blow",Reviewed in the United Kingdom on 1 March 2023
B09HN594TL,"JLab Go Air Pop True Wireless Earbuds, Headphones In Ear, Bluetooth Earphones with Microphone, Wireless Ear Buds, TWS Bluetooth Earbuds with Mic, USB Charging Case, Dual Connect, EQ3 Sound, Black",Decent,5.0,"These are quite good for what I need, ai sit at a desk at work and sometimes listen to an audiobook whilst it is quiet in the office. These sit comfortably in my ear without causing pain over time, unlike other earbuds which have hurt my ears in the past. The sound is quite decent for the price, it's not going to be as good as ones you pay 100s for but for the purpose of listening to my audiobooks, I have no complaints. The battery life seemscto be fantastic, I've so far listened to 12 hrs of playback, and thr battery has not dwindled much at all. Easy to charge and comes in a great little case, barely taking any space up in my bag.",Reviewed in the United Kingdom on 4 March 2023
B09HN594TL,"JLab Go Air Pop True Wireless Earbuds, Headphones In Ear, Bluetooth Earphones with Microphone, Wireless Ear Buds, TWS Bluetooth Earbuds with Mic, USB Charging Case, Dual Connect, EQ3 Sound, Black",Great for music,4.0,"These are great to listen to music on. When it's connected to my android phone, people can't hear me clearly. So I don't use it for calls, which isn't great as that's what I bought it for. But they are discreet, god magnetic strength in the case. Battery lasts forever.",Reviewed in the United Kingdom on 1 March 2023
B09HN594TL,"JLab Go Air Pop True Wireless Earbuds, Headphones In Ear, Bluetooth Earphones with Microphone, Wireless Ear Buds, TWS Bluetooth Earbuds with Mic, USB Charging Case, Dual Connect, EQ3 Sound, Black",Awesome ear pods!,5.0,"I was a little sceptical as to the quality of these AirPods as they are quite cheap. Needless to say after a month of use I’m extremely happy with my purchase. I use them for work on the nightshift and they last a good eight hours without charge. I went to grab them yesterday and they were not in the charging case so I spent the afternoon looking for them only to find that the wife had washed them the day previous in my jogging bottoms. But to my surprise they still work perfectly, even after I’ve been through the washing machine cannot recommend highly enough.",Reviewed in the United Kingdom on 1 March 2023
B09HN594TL,"JLab Go Air Pop True Wireless Earbuds, Headphones In Ear, Bluetooth Earphones with Microphone, Wireless Ear Buds, TWS Bluetooth Earbuds with Mic, USB Charging Case, Dual Connect, EQ3 Sound, Black",Good but can cause some discomfort.,4.0,"Also the mic is not great, this is a common problem with most true wireless buds. They are pretty good in silence but if you are outside it's not easy to get across to the other person what you are saying unless you are yelling.",Reviewed in the United Kingdom on 28 February 2023
B09HN594TL,"JLab Go Air Pop True Wireless Earbuds, Headphones In Ear, Bluetooth Earphones with Microphone, Wireless Ear Buds, TWS Bluetooth Earbuds with Mic, USB Charging Case, Dual Connect, EQ3 Sound, Black",Not bad,4.0,There good for the price I guess not the best and not the worst. For me there mids  but still good value for money and sound isn't horrible by any means. The biggest thing now I have used them is they hurt your ears after 15 mins so big problem if you want to use for up to 1hr or 2 then the ear is really starting to hurt only let down really,Reviewed in the United Kingdom on 18 February 2023
B09HN594TL,"JLab Go Air Pop True Wireless Earbuds, Headphones In Ear, Bluetooth Earphones with Microphone, Wireless Ear Buds, TWS Bluetooth Earbuds with Mic, USB Charging Case, Dual Connect, EQ3 Sound, Black",Amazing quality for the price.,5.0,"I was a bit nervous of these as they where cheaper which usually means you get a low quality product but these don't disappoint. Battery lasts ages and sounds great. Very clear.I use mine in the gym and on walks. Not attempted running yet, I'm not overly confident they won't fall out. But for walking and working out, they are great.Downside is mine came with 1 size ear buds only. I usually wear the smallest size but I am able to use these ok at the minute but a couple of options would have been nice.I bought these based on the thousands of positive reviews and they aren't wrong. Brilliant price.",Reviewed in the United Kingdom on 22 February 2023
B09HN594TL,"JLab Go Air Pop True Wireless Earbuds, Headphones In Ear, Bluetooth Earphones with Microphone, Wireless Ear Buds, TWS Bluetooth Earbuds with Mic, USB Charging Case, Dual Connect, EQ3 Sound, Black",Good earbuds,4.0,"Good earbuds, great value for money 👍 gave for stars only coz they too big for my tiny ears - had to return",Reviewed in the United Kingdom on 7 March 2023
B09HN594TL,"JLab Go Air Pop True Wireless Earbuds, Headphones In Ear, Bluetooth Earphones with Microphone, Wireless Ear Buds, TWS Bluetooth Earbuds with Mic, USB Charging Case, Dual Connect, EQ3 Sound, Black",Good value for money,4.0,I haven’t used these much yet but they seem to produce good quality sound and are good value for money.,Reviewed in the United Kingdom on 2 March 2023
B07QLWMDLC,"Blukar Earphones, In-Ear Headphones Earphones High Sensitivity Microphone – Noise Isolating, High Definition, Pure Sound for iPhone, iPad, Smartphone, MP3 Players etc.",Very impressed 👍,5.0,Fantastic!! The sound is great quality &  I tested the microphone with my Xbox party & they said I my voice was coming through crystal clear. This is the perfect gaming setup. Now I can play games without getting hot itchy ear's or a massive dent in my hair from wearing a clunky headset. Thanks Blukar,Reviewed in the United Kingdom on 8 March 2023
B07QLWMDLC,"Blukar Earphones, In-Ear Headphones Earphones High Sensitivity Microphone – Noise Isolating, High Definition, Pure Sound for iPhone, iPad, Smartphone, MP3 Players etc.",The sound quality was awesome,4.0,It's just a shame that the device tore too quickly.,Reviewed in the United Kingdom on 6 March 2023
B07QLWMDLC,"Blukar Earphones, In-Ear Headphones Earphones High Sensitivity Microphone – Noise Isolating, High Definition, Pure Sound for iPhone, iPad, Smartphone, MP3 Players etc.",Absolutely fantastic,5.0,"The first pair I had were accidentally washed for 15mins and dried for nearly 3hours, surprisingly they still worked as if it hadn't happened. 2 weeks later I dropped my tablet and the plug end got bent on my earbuds. I was gutted and only one side worked after that so had to grab myself another pair. GREAT PRODUCT!",Reviewed in the United Kingdom on 3 March 2023
B07QLWMDLC,"Blukar Earphones, In-Ear Headphones Earphones High Sensitivity Microphone – Noise Isolating, High Definition, Pure Sound for iPhone, iPad, Smartphone, MP3 Players etc.",Great,5.0,Really good clear volume and micI use these on my works computer when in thr office and at home. No issues at all and can hear and be heard clearly,Reviewed in the United Kingdom on 4 March 2023
B07QLWMDLC,"Blukar Earphones, In-Ear Headphones Earphones High Sensitivity Microphone – Noise Isolating, High Definition, Pure Sound for iPhone, iPad, Smartphone, MP3 Players etc.",Is working fine.,4.0,"There are good.On my redmi phone ,is working,not like wanted,but is ok.",Reviewed in the United Kingdom on 13 February 2023
B07QLWMDLC,"Blukar Earphones, In-Ear Headphones Earphones High Sensitivity Microphone – Noise Isolating, High Definition, Pure Sound for iPhone, iPad, Smartphone, MP3 Players etc.",Works well and is durable,5.0,Accidentally left these in my trouser pocket went through the washing machine and still works months afterwards,Reviewed in the United Kingdom on 8 March 2023
B07QLWMDLC,"Blukar Earphones, In-Ear Headphones Earphones High Sensitivity Microphone – Noise Isolating, High Definition, Pure Sound for iPhone, iPad, Smartphone, MP3 Players etc.",Okay,4.0,You get what you pay for!,Reviewed in the United Kingdom on 13 February 2023
B07QLWMDLC,"Blukar Earphones, In-Ear Headphones Earphones High Sensitivity Microphone – Noise Isolating, High Definition, Pure Sound for iPhone, iPad, Smartphone, MP3 Players etc.",Perfect,5.0,It was a perfect replacement for my mp3 player. The sound is excellent,Reviewed in the United Kingdom on 9 March 2023
B07QLWMDLC,"Blukar Earphones, In-Ear Headphones Earphones High Sensitivity Microphone – Noise Isolating, High Definition, Pure Sound for iPhone, iPad, Smartphone, MP3 Players etc.",Excellent headphones.,5.0,"For the price, these are excellent value and the sound quality is good too.",Reviewed in the United Kingdom on 1 March 2023
B07QLWMDLC,"Blukar Earphones, In-Ear Headphones Earphones High Sensitivity Microphone – Noise Isolating, High Definition, Pure Sound for iPhone, iPad, Smartphone, MP3 Players etc.",Good Purchase,5.0,"I've had these about 8 months now and I'm very pleased with them, the sound quality is very nice and they are very loud once you crank the volume up, external noise is also filtered nicely probably due to the snug fitting earbud design. Side note: I really like them as I like the deep fitting earbud design, however my girlfriend doesn't because she finds earbud designs uncomfortable, so if you have the same preference then you should check out the regular earphone design from this manufacturer, I'm sure you won't be disappointed with them.",Reviewed in the United Kingdom on 22 January 2023
B09HGGV5R5,"JBL Wave 200TWS Wireless In-Ear Headphones - Bluetooth headphones with JBL Deep Bass Sound and IPX2 water resistance, complete with charging case, in black",Good value,4.0,"They are decent earphones for this price. The quality of sound is pretty good, it could have stronger bass. Noise cancelling is better than most earphones I've had before but worse than JBL headphones i have as well from the same price tag. They're comfortable to wear and don't fall out and the battery life is more than sufficient - I usually use them for my work commute. Overall, very happy!",Reviewed in the United Kingdom 🇬🇧 on 30 January 2023
B09HGGV5R5,"JBL Wave 200TWS Wireless In-Ear Headphones - Bluetooth headphones with JBL Deep Bass Sound and IPX2 water resistance, complete with charging case, in black",Quality of sound,4.0,Product is exactly what I needed for the gym fits in thw ear perfect and sounds great. Price point for them is just right,Reviewed in the United Kingdom 🇬🇧 on 22 February 2023
B09HGGV5R5,"JBL Wave 200TWS Wireless In-Ear Headphones - Bluetooth headphones with JBL Deep Bass Sound and IPX2 water resistance, complete with charging case, in black",Only let down is the case,4.0,"The earphones are comfortable, fit snugly and sound great. Only down side is how fidgety it is to get them in and out of the charging case. But for the price they do what they say they should.",Reviewed in the United Kingdom 🇬🇧 on 2 February 2023
B09HGGV5R5,"JBL Wave 200TWS Wireless In-Ear Headphones - Bluetooth headphones with JBL Deep Bass Sound and IPX2 water resistance, complete with charging case, in black",Happy With Purchase,4.0,Ordered a pair in December and I use them almost 24/7 👍,Reviewed in the United Kingdom 🇬🇧 on 3 February 2023
B09HGGV5R5,"JBL Wave 200TWS Wireless In-Ear Headphones - Bluetooth headphones with JBL Deep Bass Sound and IPX2 water resistance, complete with charging case, in black",Convenient for an affordable price.,5.0,"I like the case in which it comes, fits wells in pocket. I liked that the earbuds have a sensor in place of play/pause button which is present on the JBL logo.",Reviewed in the United Kingdom 🇬🇧 on 26 February 2023
B09HGGV5R5,"JBL Wave 200TWS Wireless In-Ear Headphones - Bluetooth headphones with JBL Deep Bass Sound and IPX2 water resistance, complete with charging case, in black",No bass whatsoever,2.0,"Item is cheap (paid £35 instead of £70 RRP). I therefore thought I was buying a relatively ‘premium’ product that would serve all purposes.Good pointsPrice - very goodEasy to set up - yesIntuitive method of use - yesTouch sensitive controls via ear pods - yesCan speak and use mobile phone (iPhone) - yesNegative pointsDespite adjustable ear piece attachments these still don’t feel like they fit as well as Apple AirPodsThese deliver no bass at all, I was initially looking for an ‘EQ setting’ to try and adjust the sound but without avail. In terms of a three dimensional sound they deliver 1d and 2d, they are crisp and clear, but they do not deliver the bass for those really 3d songs.Overall, you get what you pay for and on balance I think I got what I paid for !",Reviewed in the United Kingdom 🇬🇧 on 9 March 2023
B09HGGV5R5,"JBL Wave 200TWS Wireless In-Ear Headphones - Bluetooth headphones with JBL Deep Bass Sound and IPX2 water resistance, complete with charging case, in black",Very good for the offer price,4.0,"Good all round quality, found them a little fiddly at first but overall impressions are very good , battery life is very impressive",Reviewed in the United Kingdom 🇬🇧 on 1 January 2023
B09HGGV5R5,"JBL Wave 200TWS Wireless In-Ear Headphones - Bluetooth headphones with JBL Deep Bass Sound and IPX2 water resistance, complete with charging case, in black",awesome,5.0,love these and they last so long  so much better than some of the brand names,Reviewed in the United Kingdom 🇬🇧 on 27 February 2023
B09HGGV5R5,"JBL Wave 200TWS Wireless In-Ear Headphones - Bluetooth headphones with JBL Deep Bass Sound and IPX2 water resistance, complete with charging case, in black",OK,4.0,"The JBL model and price range is very confusing. I paid around £30 for these, but they're £53 direct from JBL and the 300TWS is only £39 despite being the 'better' model.For the price paid the 200TWS is fine. They are easy to pair to my phone, they charged quickly and the case fits in my jeans pocket.Soundwise they're OK. I have Grado SR325x with a Dragonfly Red for listening at home and naturally these come nowhere near, but I only use them on the bus and they do the job.The things that aren't so good are the eartips; I'd like to use Comply but they don't fit the case.The controls aren't that great either. Regardless of how many taps I make they just turn the music on or off and this happens every time I take them out of the case too.They also don't control volume and have no noise cancelling that I'm aware of.",Reviewed in the United Kingdom 🇬🇧 on 21 July 2022
B09HGGV5R5,"JBL Wave 200TWS Wireless In-Ear Headphones - Bluetooth headphones with JBL Deep Bass Sound and IPX2 water resistance, complete with charging case, in black",Battery lasts over 12 hours,5.0,Really good sounds,Reviewed in the United Kingdom 🇬🇧 on 27 February 2023
B09278PXJG,2 Pack Earphones Wired Headphones In Ear Wired Earbuds with Microphone Noise Isolating Headset remote sound control Compatible With Phone Samsung Huawei Android Smartphones Tablets Laptops,Good product - longevity & great sounding,4.0,"I am always connected to my headphones, so I was looking for longevity & good quality. This pack of 3 headphones was perfect. I do not like 100% noise cancellation as I like to be aware of my surroundings.Great product, head phones  good quality & packaged very well.",Reviewed in the United Kingdom 🇬🇧 on 5 March 2023
B09278PXJG,2 Pack Earphones Wired Headphones In Ear Wired Earbuds with Microphone Noise Isolating Headset remote sound control Compatible With Phone Samsung Huawei Android Smartphones Tablets Laptops,Undecided,4.0,"Useless in my LG mobile phone ..one sided sound and despite volume on full ,very quiet ..controlls unworkable. ......in my amazon fire tablet .very quiet and sounded like i was listening from the bottom of a bucket .very hollow sound, in stereo ....however ......In my laptop .good loud clear stereo sound ,reasonably bassy.dont move about to much though they tend to fall out !....6/10.!",Reviewed in the United Kingdom 🇬🇧 on 21 January 2023
B09278PXJG,2 Pack Earphones Wired Headphones In Ear Wired Earbuds with Microphone Noise Isolating Headset remote sound control Compatible With Phone Samsung Huawei Android Smartphones Tablets Laptops,HANDS FREE TO DO OTHER THINGS,4.0,THIS IS ONLY USED FOR LISTENING TO MUSIC AND TALKING ON THE PHONE,Reviewed in the United Kingdom 🇬🇧 on 22 February 2023
B09278PXJG,2 Pack Earphones Wired Headphones In Ear Wired Earbuds with Microphone Noise Isolating Headset remote sound control Compatible With Phone Samsung Huawei Android Smartphones Tablets Laptops,wired earphones at a good price,4.0,These were an excellent price and quickly delivered. I have no problems with them.,Reviewed in the United Kingdom 🇬🇧 on 19 February 2023
B09278PXJG,2 Pack Earphones Wired Headphones In Ear Wired Earbuds with Microphone Noise Isolating Headset remote sound control Compatible With Phone Samsung Huawei Android Smartphones Tablets Laptops,Very good.,4.0,"The ear phone is very good. Not only this, it is functioning, properly and controllable.",Reviewed in the United Kingdom 🇬🇧 on 17 February 2023
B09278PXJG,2 Pack Earphones Wired Headphones In Ear Wired Earbuds with Microphone Noise Isolating Headset remote sound control Compatible With Phone Samsung Huawei Android Smartphones Tablets Laptops,satisfied,4.0,i m happy to use,Reviewed in the United Kingdom 🇬🇧 on 10 February 2023
B09278PXJG,2 Pack Earphones Wired Headphones In Ear Wired Earbuds with Microphone Noise Isolating Headset remote sound control Compatible With Phone Samsung Huawei Android Smartphones Tablets Laptops,Uncomfortable to wear.,3.0,"The jack fits perfectly into my lenovo thinkpad laptop, they are good for receiving and making teams/Skype calls and online meetings (if you want a clearer sound) but very hard and uncomfortable to wear for extended periods, plus the 'noise cancelling' is non existent, you can hear all external background noises. I had to purchase a better quality one with softer, padded earplugs and much better noise insulation. These are the only downsides, otherwise a good deal for the price, you get 2, one in black the other in white. Cheap, cheerful and functional but not high quality.",Reviewed in the United Kingdom 🇬🇧 on 26 February 2023
B09278PXJG,2 Pack Earphones Wired Headphones In Ear Wired Earbuds with Microphone Noise Isolating Headset remote sound control Compatible With Phone Samsung Huawei Android Smartphones Tablets Laptops,"It does the job, I'm Pleased with my purchase",4.0,"The noise cancellation, Sound quality is excellent.",Reviewed in the United Kingdom 🇬🇧 on 20 January 2023
B09278PXJG,2 Pack Earphones Wired Headphones In Ear Wired Earbuds with Microphone Noise Isolating Headset remote sound control Compatible With Phone Samsung Huawei Android Smartphones Tablets Laptops,A simple affordable item which does its job.,4.0,Found size of earpiece rather large.,Reviewed in the United Kingdom 🇬🇧 on 18 January 2023
B09278PXJG,2 Pack Earphones Wired Headphones In Ear Wired Earbuds with Microphone Noise Isolating Headset remote sound control Compatible With Phone Samsung Huawei Android Smartphones Tablets Laptops,Top quality,5.0,"Fast, effective and serves its purpose",Reviewed in the United Kingdom 🇬🇧 on 6 March 2023
B00NBR70DO,"Sony MDR-ZX110 Overhead Headphones - Black , BASIC, Pack of 1",Good Value For The Price,4.0,Not bad for the money.  I only bought them for a hospital stay and they did the job. Clear sound and stopped me having to talk to people I didn't want to which was bloody worth it.,Reviewed in the United Kingdom 🇬🇧 on 7 March 2023
B00NBR70DO,"Sony MDR-ZX110 Overhead Headphones - Black , BASIC, Pack of 1",Cheap but don't last long for running.,4.0,"I've bought lots of sets of these. The ones with a microphone are rubbish and best avoided. They break just after you cant send them back!The straight through version last a bit longer. That said, my current set are now cutting out due to the cable or jack plug connection after 9 weeks daily use.I'm running the marathon in April and I am used to these. I may try a different make after but for noiw these are light and have a good sound quality for the price.",Reviewed in the United Kingdom 🇬🇧 on 17 February 2023
B00NBR70DO,"Sony MDR-ZX110 Overhead Headphones - Black , BASIC, Pack of 1",Value winner,4.0,"Never going to be the best headset, but it is good enough especially for the price. Fairly comfortable, not ground breaking sound performance but will do.",Reviewed in the United Kingdom 🇬🇧 on 7 March 2023
B00NBR70DO,"Sony MDR-ZX110 Overhead Headphones - Black , BASIC, Pack of 1",Ok headphones,4.0,Not bad for a economy purchase but they don’t block out noises from outside.,Reviewed in the United Kingdom 🇬🇧 on 9 March 2023
B00NBR70DO,"Sony MDR-ZX110 Overhead Headphones - Black , BASIC, Pack of 1",They work well. The left hand ear -piece has a little upraised dot above.,4.0,"Very Good value , sound clear  and headset comfy.Well worth the money. (I`m bald, but can`t feel the headband, which is great!)Solidly made and the cable is tangle free.",Reviewed in the United Kingdom 🇬🇧 on 10 February 2023
B00NBR70DO,"Sony MDR-ZX110 Overhead Headphones - Black , BASIC, Pack of 1",Good - great value,5.0,Bought mine a couple of weeks ago. Very happy with the sound (and the price)! If you are looking for small over-ear headphones you can easily put in a bag or even your pocket these are great. Good even bass and treble response. Just what I was looking for.,Reviewed in the United Kingdom 🇬🇧 on 20 February 2023
B00NBR70DO,"Sony MDR-ZX110 Overhead Headphones - Black , BASIC, Pack of 1",5 years of reliable service,5.0,"I've used these headphones almost every week for over 5 years and only now are they wearing out. I didn't fold them regularly so I can't speak to the reliability of that aspect but the cable and connector and speakers are all as good as new. The only thing that is now wearing out is the soft material that goes over your ears, which has finally perished. I initially bought them for travel because their foldability makes them much easier to pack in a backpack. I've taken them on several trips and the folding mechanism still works well 5 years later. At this price it's hard for me to even consider buying a different model.",Reviewed in the United Kingdom 🇬🇧 on 27 January 2023
B00NBR70DO,"Sony MDR-ZX110 Overhead Headphones - Black , BASIC, Pack of 1",Brilliant Headsets,4.0,These are brilliant Headsets. For whatever reason I thought these were wireless but that is my mistake and not a reflection on the advert or product itself. But none the less these are really good and cancel the background noise really well.,Reviewed in the United Kingdom 🇬🇧 on 6 February 2023
B00NBR70DO,"Sony MDR-ZX110 Overhead Headphones - Black , BASIC, Pack of 1",Just what I need,4.0,"Very pleased with item bought just what I need good quality and sound the only drawback is there is no padding across the top so they can be a bit sharp on the head, so I put my own padding on and they are fine now.",Reviewed in the United Kingdom 🇬🇧 on 31 January 2023
B00NBR70DO,"Sony MDR-ZX110 Overhead Headphones - Black , BASIC, Pack of 1",Comfort For The Price,5.0,"Not Suggested For "" Groovy "" Audio-Wizards, However ( In My Case, Monitoring My Systems ) This Set Of Head-Phones Are Just Fine...For The Price Range, They'll Do For Me, And After All, They Are From SONY ( No Baloney )Comfort Factor Is Very Good - Ambient Noise Reduction Is Good, And No, There Is No Volume Control *(* I Owned A Very Expensive Set Of Sennheiser Phones, And They Had No Volume Control Either ! )Good Stuff - - - - Boogie",Reviewed in the United Kingdom 🇬🇧 on 5 February 2023
B0B65B14L1,"Wireless Earbuds, Bluetooth 5.3 Headphones Mini Wireless Headphones In Ear with ENC Noise Cancelling Mic, 42H Bluetooth Earbuds with HiFi Stereo Bluetooth Earphones IP7 Waterproof, LED Display",Surprisingly good quality!,5.0,"First of all, I got these in a deal at 70% off. I'm not sure they are worth the full price of £50+, however with the deal these are amazingly impressive for an excellent price.I have an Android phone (Pixel) and was looking for some wireless earbuds that didn't go 'in to' my ear. The Echo Buds are great quality, but they push inside your ear canal, which I don't find comfortable. The Apple AirPods were overpriced and don't give a lot of their functionality on Android, so would be a waste of money. So, based on previous good reviews, I took a chance on these ones, and I have to say I'm very happy and impressed.The cons;- The sound quality is OK. Not fantastic, but not terrible either. I use them at work and on a treadmill, and plan on using them for hikes, and for that purpose the quality is fine and they work well. I listen to both heavy rock and bass-heavy music, and they sound perfectly acceptable with either, just not amazing.- The don't come with any accessories (bar the charging case and a cable). For hiking/jogging purposes, I like to use the little rubber upwards-facing tips that slip over earbuds to help secure them in your ear. These didn't come with any and if you do use them (I already had some from an old pair of earbuds) then you will have to remove them to place the earbuds back in the charging case.- Sometimes adjusting the earbuds in your ear accidently triggers a control, such as restarting a trackThe pros;- The charging case is great, it's compact, sleek and good looking. Fits in my pocket nicely. The display on the front is a nice touch.- It's USB-C charged and comes with a cable- They sit comfortably in my ears for hours- The battery only goes down about 10% per hour- The controls on them are surprisingly good; touch once on either earbud for volume control, twice for track jumping, and the option to control Siri if you have an iPhoneOverall, would I recommend them? Yes, absolutely. Maybe not at full price at £50+, but with a deal on them, go for it.",Reviewed in the United Kingdom 🇬🇧 on 3 March 2023
B0B65B14L1,"Wireless Earbuds, Bluetooth 5.3 Headphones Mini Wireless Headphones In Ear with ENC Noise Cancelling Mic, 42H Bluetooth Earbuds with HiFi Stereo Bluetooth Earphones IP7 Waterproof, LED Display",Very good for the money,4.0,"I bought these because I wanted some dedicated earbuds for my Steam Deck, instead of sharing other bluetooth headphones which were either too big to travel with or just too much hassle to constantly be pairing and unpairing from my phone all the time.The sound quality which is one of the most important things is pretty good all things considered. If compared to the established fruity market leader, they are not quite as good but still more than acceptable. They don't stay in my ears on their own but I have silicon earhooks (search for them on Amazon, they will change your life) which I use that hold them in the ear perfectly. I don't consider this to be a failing of these particular buds as I've had the same issues with others. Maybe I have weird ears.The comments from other people about the case being too ""slippy"" are valid. Opening the case and retrieving the buds isn't always ergonomic and often the lid snaps shut accidentally which can be annoying. Also I've noticed that quite often only one earbud will automatically pair with my Steam Deck but this happens most if the buds are activated (by opening the case) before the Steam Deck is switched on. I guess the trick is to have the paired device ready before popping open the lid....That certainly helped for me anyway.Despite those issues I would still recommend these earbuds if you don't want to pay premium prices and you're willing to put up with some minor annoyances. For less than 20 quid you get decent wireless earbuds which is amazing really.",Reviewed in the United Kingdom 🇬🇧 on 13 February 2023
